Name,Year,Duration,Genre,Rating,Director,Actor1,Actor2,Actor3
Street Fighter,1995,148,Action,5.2,Gopal B.,Ali,Brahmanandam,Devan
Street Fighter: The Legend of Chun-Li,2009,96,"Action, Crime, Fantasy",3.7,Andrzej Bartkowiak,Kristin Kreuk,Neal McDonough,Michael Clarke Duncan
Street Singer,1938,135,Drama,6.3,Phani Majumdar,K.L. Saigal,Kanan Devi,Boken Chatto
Striker,2010,128,"Action, Crime, Drama",6.9,Chandan Arora,Siddharth,Ankur Vikal,Anupam Kher
Strings of Passion,2014,100,Drama,6.5,Sanghamitra Chaudhuri,Zeenat Aman,Indrani Haldar,Shubh Mukherjee
Student of the Year,2012,146,"Comedy, Drama, Music",5.3,Karan Johar,Sidharth Malhotra,Alia Bhatt,Varun Dhawan
Student of the Year 2,2019,146,"Action, Comedy, Drama",2.2,Punit Malhotra,Tiger Shroff,Ananya Panday,Tara Sutaria
Stumped,2003,121,"Comedy, Drama, Sport",2.6,Gaurav Pandey,Raveena Tandon,Alyy Khan,Salman Khan
Style,2001,157,"Comedy, Musical, Mystery",6.7,N. Chandra,Sharman Joshi,Sahil Khan,Riya Sen
Subah Ka Tara,1954,107,Romance,5.4,Shantaram Rajaram Vankudre,Pradeep Kumar,Shantaram Rajaram Vankudre,Jayshree Gadkar
Subha-O-Sham,1971,180,"Action, Comedy, Drama",6.5,Tapi Chanakya,Sanjeev Kumar,Waheeda Rehman,Mohamad Ali Fardin
Subhas Chandra,1966,130,"Biography, Drama, History",8.2,Piyush Bose,Amar Dutta,Samar Chatterjee,Ashish Ghosh
Suddha,2005,105,Drama,7.2,Ramchandra P.N.,Sharada Devi,Bharathi Jain,Jagatpal Jain
Sudesi,2005,139,"Action, Crime, Drama",3.7,Jeppi,Ashima Bhalla,Karunas,M.N. Nambiar
Sudhandhiram,2000,145,"Action, Crime, Drama",4,Raj Kapoor,Nassar,Prithviraj,Raghuvaran
Suhaag,1979,164,"Action, Drama, Musical",6.7,Manmohan Desai,Shashi Kapoor,Amitabh Bachchan,Rekha
Suhaag,1994,145,"Action, Comedy, Drama",5.7,Kuku Kohli,Ajay Devgn,Akshay Kumar,Karisma Kapoor
Suhaag Raat,1968,160,"Drama, Romance",4.8,R. Bhattacharya,Rajshree,Jeetendra,Sulochana Latkar
Suhagan,1986,143,Romance,6.1,K. Raghavendra Rao,Jeetendra,Sridevi,Padmini Kolhapure
Suhana Safar,1970,130,"Comedy, Drama",6.4,Vijay,Shashi Kapoor,Sharmila Tagore,Lalita Pawar
Sui Dhaaga,2018,122,"Comedy, Drama",6.8,Sharat Katariya,Anushka Sharma,Varun Dhawan,Raghuvir Yadav
Sujata,1960,161,"Drama, Romance",7.3,Bimal Roy,Nutan,Sunil Dutt,Shashikala
Sulemani Keeda,2014,89,"Comedy, Romance",7.1,Amit Masurkar,Naveen Kasturia,Mayank Tewari,Aditi Vasudev
Sullan,2004,138,"Action, Crime, Drama",3.2,Ramana,Dhanush,Manivannan,Pasupathy
Sultaan,2000,120,"Action, Drama",5.6,T.L.V. Prasad,Vikas Anand,Birbal,Mithun Chakraborty
Sultan,2016,170,"Action, Drama, Sport",7,Ali Abbas Zafar,Salman Khan,Kubbra Sait,Anushka Sharma
Summer 2007,2008,166,"Crime, Drama, Thriller",6.2,Sohail Tatari,Sikandar Kher,Gul Panag,Yuvika Chaudhary
Summer Camp,2018,128,"Comedy, Drama",7.1,Kunal v Singh,Saurabh Agarwal,Altaf,Manish Garg
Sun Meri Laila,1983,143,Romance,6.9,Chander H. Bahl,Birbal,Deepika Chikhalia,Iftekhar
Sun Sajna,1982,138,"Drama, Family, Romance",6.3,Chander H. Bahl,Mithun Chakraborty,Ranjeeta Kaur,Iftekhar
Sun Zarra,2006,125,"Drama, Romance",5.4,Rohit Krishnakant Nayyar,Samir Aftab,Mithun Chakraborty,Renuka Shahane
Sunayana,1979,131,"Comedy, Drama, Romance",5.9,Hiren Nag,Sulochana Latkar,Murad,Gayatri
Sunday,2008,135,"Action, Comedy, Mystery",5.3,Rohit Shetty,Ajay Devgn,Ayesha Takia,Arshad Warsi
Sunehre Din,1949,143,Drama,6.6,Satish Nigam,Raj Kapoor,Rehana,Roopkamal
Sunghursh,1968,175,"Action, Crime, Drama",6.8,Harnam Singh Rawail,Dilip Kumar,Vyjayanthimala,Balraj Sahni
Sunglass,2013,100,"Comedy, Drama, Thriller",5.4,Rituparno Ghosh,Jaya Bachchan,Madhavan,Tota Roy Chowdhury
Sunn Raha Hai Na,2017,56,"Drama, Romance",6.1,Fenil Seta,Shreyas Porus Pardiwalla,Harsha Chopda,Sunita Verma
Sunny,1984,114,"Drama, Romance",5.6,Raj Khosla,Sunny Deol,Amrita Singh,Dharmendra
Suno Na.. Ek Nanhi Aawaz,2009,127,Drama,4.5,Amy Thanawala,Tara Sharma,Makrand Shukla,Rajendra Chawla
Suno Sasurjee,2004,169,"Action, Comedy, Musical",2.5,Vimal Kumar,Aftab Shivdasani,Ameesha Patel,Gulshan Grover
Sunset Bollywood,2005,60,Documentary,8.6,Komal Tolani,Amitabh Bachchan,Bhagyashree,Mahesh Bhatt
Sunshine Music Tours & Travels,2016,110,Comedy,6.5,Shailendra Singh,Sunny Kaushal,Ashrut Jain,Ajit Singh Arora
Suntan,1976,121,Drama,6.8,Mohan Segal,Jeetendra,Ashok Kumar,Nirupa Roy
Supari,2003,142,"Action, Crime, Drama",4.3,Padam Kumar,Nandita Das,Uday Chopra,Rahul Dev
Supari - The Quest Begins Now,2014,90,Crime,5.9,Aamreeta Gautam,Sabreen Baker,Swetanshu Bora,Mukesh Ghatiya
Super 30,2019,154,"Biography, Drama",8,Vikas Bahl,Hrithik Roshan,Mrunal Thakur,Nandish Singh
Super Model,2013,83,"Drama, Mystery, Romance",1.9,Navin Batra,Ashmit Patel,Veena Malik,Sana Oberoi
Super Nani,2014,133,"Comedy, Drama, Family",4.6,Indra Kumar,Rekha,Sharman Joshi,Randhir Kapoor
Super Police,1994,95,"Action, Thriller",5.5,K. Muralimohana Rao,Ali,Brahmanandam,Chalapathi Rao
Superman,1987,123,"Action, Adventure, Sci-Fi",4.5,B. Gupta,Puneet Issar,Sonia Sahni,Dharmendra
Supermen of Malegaon,2008,66,Documentary,8,Faiza Ahmad Khan,Shakeel Bharati,Farogh Jafri,Akram Khan
Superstar,2008,120,"Drama, Romance",6,Rohit Jugraj,Kunal Khemu,Tulip Joshi,Aushima Sawhney
Sur,2002,136,"Drama, Musical, Romance",6.4,Tanuja Chandra,Lucky Ali,Simone Singh,Achint Kaur
Sur Sangam,1985,149,"Comedy, Drama, Musical",6.8,K. Viswanath,Girish Karnad,Jaya Prada,Sachin Pilgaonkar
Suraj,1966,155,"Romance, Musical, Action",6.7,T. Prakash Rao,Vyjayanthimala,Rajendra Kumar,Ajit
Suraj Aur Chanda,1973,131,"Action, Fantasy",5.7,T. Madhava Rao,Sanjeev Kumar,Rita Haksar,Sujit Kumar
Suraj Pe Mangal Bhari,2020,139,Comedy,5.9,Abhishek Sharma,Manoj Bajpayee,Fatima Sana Shaikh,Vijay Raaz
Surakksha,1979,132,"Action, Adventure, Crime",7.3,Ravikant Nagaich,Ranjeeta Kaur,Mithun Chakraborty,Bhushan Jeevan
Surakshaa,1995,148,"Action, Romance, Thriller",4.1,Anand,Raju Mavani,Saif Ali Khan,Aditya Pancholi
Surkhaab,2014,100,"Adventure, Drama, Thriller",6.3,Sanjay Talreja,Barkha Madan,Sumit Suri,Vineeta Malik
Surkhiyaan (The Headlines),1985,134,"Action, Crime, Drama",5.4,Ashok Tyagi,Naseeruddin Shah,Moon Moon Sen,Suresh Oberoi
Suryavanshi,1992,161,"Fantasy, Horror",4.5,Rakesh Kumar,Salman Khan,Amrita Singh,Sheeba
Susman,1987,140,Drama,7.3,Shyam Benegal,Shabana Azmi,Om Puri,Kulbhushan Kharbanda
Swades,2004,189,Drama,8.2,Ashutosh Gowariker,Shah Rukh Khan,Gayatri Joshi,Kishori Ballal
Swami,1977,129,Drama,6.5,Basu Chatterjee,Shabana Azmi,Girish Karnad,Utpal Dutt
Swami,2007,140,Drama,6.8,Ganesh Acharya,Manoj Bajpayee,Juhi Chawla,Maninder Wasu
Swami Dada,1982,151,"Action, Drama",6.3,Dev Anand,T.K. Desai,Dev Anand,Mithun Chakraborty
Swarg,1990,160,Drama,6.7,David Dhawan,Rajesh Khanna,Govinda,Madhavi
Swarg Narak,1978,164,"Comedy, Drama, Romance",5.5,Narayana Rao Dasari,Sanjeev Kumar,Jeetendra,Vinod Mehra
Swati,1986,151,Drama,6.7,Kranthi Kumar,Shashi Kapoor,Sharmila Tagore,Meenakshi Sheshadri
Swayamvar,1980,161,"Comedy, Drama, Romance",7.4,P. Sambasiva Rao,Shashi Kapoor,Sanjeev Kumar,Moushumi Chatterjee
Sweekar Kiya Maine,1983,170,"Comedy, Drama",6.1,Zaheer D. Lari,Vinod Mehra,Shabana Azmi,Prema Narayan
Sweetiee Weds NRI,2017,116,"Comedy, Drama, Romance",3.4,Hasnain Hyderabadwala,Himansh Kohli,Zoya Afroz,Darshan Jariwala
Switchh,2021,130,"Action, Thriller",4.2,Mustufa Raj,Armen Grayg,Hanif Hilal,Naren Kumar
T for Taj Mahal,2018,104,Drama,8.7,Kireet Khurana,Subrat Dutta,Pitobash,Manoj Pahwa
Ta Ra Rum Pum,2007,153,"Comedy, Drama, Family",5.6,Siddharth Anand,Saif Ali Khan,Rani Mukerji,Javed Jaffrey
Taal,1999,179,"Drama, Musical, Romance",6.7,Subhash Ghai,Akshaye Khanna,Anil Kapoor,Aishwarya Rai Bachchan
Taanashah,2020,101,"Action, Drama",7.3,Ritam Srivastav,Dilip Arya,Indraneel Bhattacharya,Shashi Chaturvedi
Taaqat,1995,180,"Crime, Romance",4.8,Talat Jani,Dharmendra,Shatrughan Sinha,Kajol
Taarzan: The Wonder Car,2004,163,"Action, Fantasy, Thriller",4.5,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Vatsal Sheth,Ayesha Takia
Tabaahi: The Destroyer,1999,133,Action,4.4,Gopi Sapru,Mithun Chakraborty,Divya Dutta,Neelu Hasan
Table No. 21,2013,108,"Adventure, Drama, Thriller",7.2,Aditya Datt,Paresh Rawal,Rajeev Khandelwal,Tina Desai
Tada,2003,154,Action,4.7,Sisir. P. Mishra,Ishrat Ali,Sadashiv Amrapurkar,Arjun
Tadap,1990,135,Drama,5.6,Sohanlal Kanwar,Sujata Mehta,Chunky Panday,Nana Patekar
Tadipaar,1993,134,"Action, Drama",4.7,Mahesh Bhatt,Mithun Chakraborty,Pooja Bhatt,Anupam Kher
Tahalka,1992,168,"Action, Adventure, Thriller",5.7,Anil Sharma,Dharmendra,Naseeruddin Shah,Mukesh Khanna
Tahkhana,1986,117,"Action, Drama, Horror",5.4,Shyam Ramsay,Tulsi Ramsay,Rana Jung Bahadur,Hemant Birje
Tahqiqaat,1993,139,"Crime, Mystery",5.3,A. Jagannathan,Mahesh Anand,Sulabha Arya,Laxmikant Berde
Taish,2020,143,"Action, Thriller",7.5,Bejoy Nambiar,Jim Sarbh,Harshvardhan Rane,Pulkit Samrat
Taj,1956,138,"Drama, Music",6.6,Nandlal Jaswantlal,Vyjayanthimala,Pradeep Kumar,Bipin Gupta
Taj Mahal: A Monument of Love,2003,235,"Drama, History, Romance",6.7,Robin Khosla,Shahbaaz Khan,Kulbhushan Kharbanda,Raghu Khosla
Taj Mahal: An Eternal Love Story,2005,164,"Drama, History, Musical",5,Akbar Khan,Zulfi Sayed,Sonya Jehan,Kabir Bedi
Tajurba,1981,140,"Action, Adventure",5.7,Nikhil Saini,Raj Babbar,Smita Patil,Naseeruddin Shah
Taking the Horse to Eat Jalebis,2019,121,Drama,6.1,Anamika Haksar,Ravindra Sahu,Raghuvir Yadav,Gopalan
Takkar,1995,143,"Action, Crime, Drama",4.6,Bharat Rangachary,Naseeruddin Shah,Sunil Shetty,Sonali Bendre
Takkar,1980,157,Drama,5.4,K. Bapaiah,Sanjeev Kumar,Jeetendra,Zeenat Aman
Talaaq,1958,182,Drama,6.7,Mahesh Kaul,Rajendra Kumar,Kamini Kadam,Sajjan
Talaash,2012,140,"Crime, Drama, Mystery",7.2,Reema Kagti,Priyamvada Narayanan,Aamir Khan,Kareena Kapoor
Talaash: The Hunt Begins...,2003,153,"Action, Drama, Mystery",4.7,Suneel Darshan,Rakhee Gulzar,Akshay Kumar,Kareena Kapoor
Talaashi,1996,157,"Crime, Drama",4.3,Shyam Ramsay,Tulsi Ramsay,Jackie Shroff,Juhi Chawla
Talash,1969,175,"Romance, Thriller",6.6,O.P. Ralhan,Rajendra Kumar,Sharmila Tagore,O.P. Ralhan
Tales of Siva 1,2009,65,"Animation, Family, History",5.5,Renju Ramesh,Neenu Babu,Prosenjit Ganguly,Baiju Gopinath
Tallukh,2020,83,"Crime, Drama, Romance",5.4,Anurag Jha,Yash Krishnani,Anurag Jha,Harshita Awale
Talvar,2015,132,"Crime, Drama, Mystery",8.2,Meghna Gulzar,Irrfan Khan,Konkona Sen Sharma,Neeraj Kabi
Tamacha,1988,165,"Action, Romance",4,Ramesh Ahuja,Jeetendra,Rajinikanth,Amrita Singh
Tamanchey: Pyar Mein Dil Pe Maar De Goli,2014,113,"Crime, Romance",4.4,Navneet Behal,Nikhil Dwivedi,Richa Chadha,Damandeep Singh
Tamanna,1998,127,Drama,6.8,Mahesh Bhatt,Paresh Rawal,Pooja Bhatt,Sharad S. Kapoor
Tamasha,1952,127,Drama,7.6,Phani Majumdar,Dev Anand,Meena Kumari,Bipin Gupta
Tamasha,2015,139,"Comedy, Drama, Romance",7.3,Imtiaz Ali,Deepika Padukone,Ranbir Kapoor,Sushma Seth
Tan-Badan,1986,115,Drama,5.1,Anand,Govinda,Kushboo,Jyoti Patel
Tangewala,1972,139,"Action, Crime, Drama",5.6,Naresh Kumar,Rajendra Kumar,Mumtaz,Sujit Kumar
Tangewali,1955,120,"Drama, Family",8.4,Lekhraj Bhakri,Shammi Kapoor,Balraj Sahni,Anita Guha
Tango Charlie,2005,142,"Action, Adventure, Drama",6,Mani Shankar,Ajay Devgn,Bobby Deol,Sanjay Dutt
Tanhaji: The Unsung Warrior,2020,135,"Action, Biography, Drama",7.6,Om Raut,Ajay Devgn,Saif Ali Khan,Sharad Kelkar
Tank Cleaner,2021,155,Thriller,8.7,Parvinder Singh Wraich,Harkiran Kaur Wraich,Muntazir Ahmad,Sunny Gill Ambersariya
Tansen,1943,122,"Drama, Musical, Romance",7.5,Jayant Desai,K.L. Saigal,Khurshid Begum,Mubarak
Tanu Weds Manu,2011,113,"Comedy, Drama, Romance",6.8,Aanand L. Rai,Madhavan,Kangana Ranaut,Jimmy Sheirgill
Tanu Weds Manu Returns,2015,128,"Comedy, Drama, Romance",7.6,Aanand L. Rai,Kangana Ranaut,Madhavan,Jimmy Sheirgill
Tapasya,1976,133,"Drama, Family",7.2,Anil Ganguly,Rakhee Gulzar,Parikshit Sahni,Asrani
Tapish,2000,144,Drama,6,Jayprakkash Shaw,Tara Deshpande,Ellora Patnaik,Parvin Dabas
Taqdeer,1967,108,"Drama, Family",6.3,A. Salaam,Bharat Bhushan,Shalini,Farida Jalal
Taqdeer Ka Tamasha,1990,217,"Action, Crime, Drama",4.2,Anand Gaekwad,Jeetendra,Moushumi Chatterjee,Govinda
Taqdeerwala,1995,162,"Action, Comedy, Fantasy",6.5,K. Muralimohana Rao,Venkatesh Daggubati,Raveena Tandon,Asrani
Tara Mira,2019,120,Drama,7.3,Rajiev Dhingra,Ranjit Bawa,Nazia Hussain,Gurpreet Ghuggi
Tara: The Journey of Love and Passion,2013,110,Drama,5.5,Kumar Raj,Rekha Rana,Rohan Shroff,Ashish Saleem
Tarana,1979,111,"Musical, Romance",6.9,Deepak Bahry,Mithun Chakraborty,Ranjeeta Kaur,Master Bhagwan
Tarang,1984,171,Drama,6.9,Kumar Shahani,Amol Palekar,Smita Patil,Shreeram Lagoo
Tarazu,1997,144,"Action, Crime, Drama",4.5,Vimal Kumar,Akshay Kumar,Sonali Bendre,Mohnish Bahl
Target,1995,122,Drama,7.6,Sandip Ray,Mohan Agashe,Barun Chakraborty,Champa
Tarkeeb,1984,136,"Action, Crime, Drama",4.6,Ravikant Nagaich,Mithun Chakraborty,Leena Das,Dinesh Hingoo
Tarkieb,2000,156,"Mystery, Thriller",5,Esmayeel Shroff,Nana Patekar,Tabu,Shilpa Shetty Kundra
Tarpan (The Absolution),1995,140,"Drama, History",7.2,K. Bikram Singh,Savita Bajaj,Babita Bhardwaj,Pradeep Bhatnagar
Tarpan: The Salvation,2019,104,Drama,8.1,Neelam r Singh,Vandana Asthana,Rahul Chahan,Poonam Ingle
Tarzan 303,1970,131,Action,3.8,Chandrakant,Chandgiram,Shabnam,K.N. Singh
Tarzan and King Kong,1965,128,"Action, Adventure, Romance",5.6,A. Shamsheer,Randhawa,Mumtaz,Bela Bose
Tarzan Aur Jadui Chirag,1966,136,Adventure,3.8,Baboobhai Bhanji,Azaad Irani,Sunita,B.M. Vyas
Tarzan's Daughter,2002,99,"Action, Adventure, Musical",4.5,Pratap Singh,Hemant Birje,Ritika Singh,Raza Murad
Tashan,2008,120,"Action, Drama, Romance",3.9,Vijay Krishna Acharya,Akshay Kumar,Saif Ali Khan,Kareena Kapoor
Tathagatha Buddha The Life & Times of Gautama Buddha,2008,127,"Biography, Drama",6.9,Sridhar Allani,Sunil Sharma,Parvati Melton,Surendra Pal
Tathastu,2006,113,"Crime, Drama, Thriller",4.4,Anubhav Sinha,Sanjay Dutt,Ameesha Patel,Jaya Prada
Tauba Tauba,2004,121,"Comedy, Drama",2.6,T.L.V. Prasad,Laxmikant Berde,Bobby Darling,Amin Gazi
Tawai: A Voice from the Forest,2017,101,Documentary,7.4,Bruce Parry,Mark Ellam,Bruce Parry,Ingrid Lewis
Tawaif,1985,160,"Comedy, Drama, Romance",7.1,B.R. Chopra,Ashok Kumar,Rishi Kapoor,Rati Agnihotri
Taxi Chor,1980,103,"Crime, Thriller",5.2,Sushil Vyas,Indira Bansal,Master Bhagwan,Abhi Bhattacharya
Taxi Driver,1954,133,"Musical, Romance",6.9,Chetan Anand,Dev Anand,Kalpana Kartik,Sheila Ramani
Taxi Driver,1973,118,Romance,6.3,Mohammed Hussain,Ashok Kumar,Nirupa Roy,Bhisham Kohli
Taxi No. 9 2 11: Nau Do Gyarah,2006,116,"Comedy, Drama, Thriller",7.3,Milan Luthria,John Abraham,Nana Patekar,Sonali Kulkarni
Taxi Taxie,1977,123,"Adventure, Comedy, Drama",6.4,Irshad,Amol Palekar,Zaheera,Reena Roy
Te3n,2016,136,"Drama, Mystery, Thriller",7.3,Ribhu Dasgupta,Amitabh Bachchan,Nawazuddin Siddiqui,Vidya Balan
Team: The Force,2009,115,"Action, Comedy",4,Ajay Chandhok,Sohail Khan,Amrita Arora,Yash Tonk
Teen Bahuraniyan,1968,160,Comedy,6.8,S.S. Balan,S.S. Vasan,Prithviraj Kapoor,Agha
Teen Chor,1973,126,"Action, Crime, Drama",5.8,Dada Mirasi,Vinod Mehra,Sulochana Latkar,Jeevan
Teen Devian,1965,121,"Musical, Romance",6.9,Amarjeet,Dev Anand,Nanda,Simi Garewal
Teen Patti,2010,140,"Crime, Drama, Thriller",4.1,Leena Yadav,Amitabh Bachchan,Madhavan,Shraddha Kapoor
Teen Sardar,1965,125,"Action, Adventure, Drama",6.3,Radhakant,Randhawa,Azaad Irani,Parveen Choudhary
Teen Sau Din Ke Baad,1938,158,Adventure,6.4,Sarvottam Badami,Sabita Devi,Motilal,Bibbo
Teen Taal,2016,120,Drama,7.5,Shakirul Alam,Gaurav Chowdhary,Shakirul Alam,Ravi Shankar Chowdhary
Tees Maar Khan,2010,135,"Comedy, Crime",2.6,Farah Khan,Akshay Kumar,Katrina Kaif,Akshaye Khanna
Teesra Kaun,1965,127,"Action, Crime, Drama",6.3,Mohammed Hussain,Feroz Khan,Shashikala,Shyam Kumar
Teesra Kaun?,1994,160,"Comedy, Thriller",5.2,Partho Ghosh,Mithun Chakraborty,Chunky Panday,Somy Ali
Teesri Aankh,1982,151,"Action, Thriller",6.4,Subodh Mukherji,Dharmendra,Shatrughan Sinha,Zeenat Aman
Teesri Aankh: The Hidden Camera,2006,111,"Action, Crime, Thriller",2.6,Harry Baweja,Sunny Deol,Ameesha Patel,Neha Dhupia
Teesri Kasam,1966,159,"Comedy, Drama, Romance",7.9,Basu Bhattacharya,Raj Kapoor,Waheeda Rehman,Dulari
Teesri Manzil,1966,172,"Comedy, Musical, Mystery",7.7,Vijay Anand,Shammi Kapoor,Asha Parekh,Raj Mehra
Tehzeeb,2003,143,Drama,5.9,Khalid Mohamed,Shabana Azmi,Urmila Matondkar,Arjun Rampal
Tejasvini,1994,169,"Action, Drama",6.3,N. Chandra,Deepak Malhotra,Vijayshanti,Charan Raj
Telephone,1985,116,Thriller,6.3,Shyam Ramsay,Tulsi Ramsay,Shatrughan Sinha,Parveen Babi
Tell Me O Kkhuda,2011,125,"Action, Crime, Drama",2.5,Hema Malini,Dharmendra,Vinod Khanna,Rishi Kapoor
Ten,2005,152,"Action, Crime, Drama",5.5,Anubhav Sinha,Sanjay Dutt,Sunil Shetty,Abhishek Bachchan
Tennis Buddies,2019,153,Drama,5.4,Sohail Tatari,Dakshita Patel,Madhu Anand Chandhock,Divya Dutta
Tera Intezaar,2017,108,"Romance, Thriller",1.8,Raajeev Walia,Arbaaz Khan,Sunny Leone,Bhani Singh
Tera Jadoo Chal Gayaa,2000,143,"Musical, Romance",3,A. Muthu,Abhishek Bachchan,Kirti Reddy,Sanjay Suri
Tera Kya Hoga Johnny,2009,155,"Crime, Drama, Thriller",6,Sudhir Mishra,Neil Nitin Mukesh,Sikandar Agarwal,Aditya Bhattacharya
Tera Mera Saath Rahen,2001,148,Drama,4.9,Mahesh Manjrekar,Ajay Devgn,Sonali Bendre,Namrata Shirodkar
Tera Mera Tedha Medha,2015,107,Comedy,4,Chittaranjan Tripathy,Rahul Bagga,Geetika Tyagi,Reema Vohra
Teraa Surroor,2016,106,"Action, Drama, Romance",2.6,Shawn Arranha,Himesh Reshammiya,Farah Karimaee,Naseeruddin Shah
Tere Bin Laden,2010,95,"Comedy, Drama",7.2,Abhishek Sharma,Ali Zafar,Pradhuman Singh,Piyush Mishra
Tere Bin Laden: Dead Or Alive,2016,104,Comedy,4.3,Abhishek Sharma,Deepak Chandra,Manish Paul,Pradhuman Singh
Tere Bina Kya Jeena,1989,127,Family,5.1,P.P. Ghosh,Partho Ghosh,Shekhar Suman,Moon Moon Sen
Tere Ghar Ke Samne,1963,149,"Romance, Musical, Comedy",7.4,Vijay Anand,Dev Anand,Nutan,Rajendranath Malhotra
Tere Ishq Nachaya,2010,122,Romance,2.4,Ravinder Ravi,Gavie Chahal,Mannat Singh,Kanwaljit Singh
Tere Liye,2001,138,"Drama, Family, Musical",5.3,Sanjay Gadhvi,Imran Ahmed Khan,Sonali Khare,Neelu Kohli
Tere Mere Phere,2011,120,"Comedy, Drama, Romance",5.3,Deepa Sahi,Vinay Pathak,Riya Sen,Jagrat Desai
Tere Mere Sapne,1971,175,"Drama, Romance",7.2,Vijay Anand,Dev Anand,Mumtaz,Mahesh Kaul
Tere Mere Sapne,1996,146,"Action, Comedy, Drama",6.2,Joy Augustine,Chandrachur Singh,Arshad Warsi,Priya Gill
Tere Naal Love Ho Gaya,2012,130,"Comedy, Drama, Romance",5.8,Mandeep Kumar,Riteish Deshmukh,Genelia D'Souza,Om Puri
Tere Pyaar Mein,1978,103,Musical,5.9,Subhash Sharma,Mithun Chakraborty,Abha Dhulia,Vijayendra Ghatge
Teree Sang: A Kidult Love Story,2009,132,"Drama, Romance",6.2,Satish Kaushik,Ruslaan Mumtaz,Sheena Shahabadi,Rajat Kapoor
Teri Baahon Mein,1984,120,Romance,6.1,Umesh Mehra,Mohnish Bahl,Ayesha Shroff,Navin Nischol
Teri Bhabhi Hai Pagle,2018,125,"Action, Comedy",3.1,Vinod Tiwari,Rajniesh Duggall,Nazia Hussain,Krishna Abhishek
Teri Dilli Meri Dili,2014,73,Drama,7,Sandeep Kumar Chandola,Pushpraj Gunjan,Madhulika Jatolia,Ridhi Jugran
Teri Diwali Meri Christmas,2020,68,"Adventure, Fantasy, Romance",5.7,Anurag Jha,Anurag Jha,Hemavaishnave,Khushboo Moharkar
Teri Kasam,1982,195,Romance,6.7,A.C. Trilogchander,Kumar Gaurav,Poonam Dhillon,Girish Karnad
Teri Maang Sitaron Se Bhar Doon,1982,155,Family,5,Raj Khosla,Nutan,Padmini Kolhapure,Raj Kiran
Teri Meherbaniyan,1985,140,"Action, Crime, Drama",5.4,Vijay Reddy,Jackie Shroff,Poonam Dhillon,Raj Kiran
Teri Meri Kahaani,2012,117,"Comedy, Drama, Romance",4.7,Kunal Kohli,Shahid Kapoor,Priyanka Chopra Jonas,Prachi Desai
Teri Payal Mere Geet,1993,120,"Drama, Romance",5.3,Rehman Naushad,Govinda,Meenakshi Sheshadri,Alpana
Terror,2016,130,"Action, Crime, Thriller",6.8,Satish Kasetty,Meka Srikanth,Nikita Thukral,Ravi Varma
Terror Strike,2018,104,Action,6.2,Kamal Nathani,Rajat Bedi,Gayatri,Raj Hussain
Tevar,2015,157,"Action, Drama, Romance",4,Amit Ravindernath Sharma,Arjun Kapoor,Sonakshi Sinha,Manoj Bajpayee
Tezaab,1988,173,"Action, Drama, Romance",7,N. Chandra,Anil Kapoor,Madhuri Dixit,Anupam Kher
Tezz,2012,121,"Action, Crime, Drama",3.9,Priyadarshan,Anil Kapoor,Ajay Devgn,Mohanlal
Thackeray,2019,120,"Biography, Drama",5.2,Abhijit Panse,Nawazuddin Siddiqui,Amrita Rao,Radha Sagar
Thakshak,1999,163,"Action, Crime, Drama",5.9,Govind Nihalani,Ajay Devgn,Tabu,Amrish Puri
Thamizhan,2002,162,"Action, Drama",5.7,A. Majid,Joseph Vijay,Priyanka Chopra Jonas,Nassar
Thanedaar,1990,151,"Action, Crime, Drama",5.6,Raj N. Sippy,Jeetendra,Sanjay Dutt,Jaya Prada
Thanga Magan,1983,141,"Action, Drama",6.1,A. Jagannathan,Poornima Jayaram,Aachi Manorama,Poornima
Thank You,2011,125,Comedy,4.7,Anees Bazmee,Akshay Kumar,Sonam Kapoor,Bobby Deol
Thanks Maa,2009,120,"Crime, Drama",7.9,Irfan Kamal,Master Shams,Master Salman,Master Jaffer
Thappad,2020,142,Drama,6.8,Anubhav Sinha,Taapsee Pannu,Pavail Gulati,Kumud Mishra
That Girl in Yellow Boots,2010,103,"Crime, Drama, Mystery",6.7,Anurag Kashyap,Kalki Koechlin,Prashant Prakash,Naseeruddin Shah
That's What It's All About: The Journey of Prem Ratan Dhan Payo,2016,65,Documentary,4.2,Vidhi Kasliwal,Sooraj R. Barjatya,Swara Bhaskar,Deepak Dobriyal
Thavasi,2001,165,"Action, Comedy, Drama",4.8,Udayshankar,Vijayakanth,Soundarya,Vadivelu
Thayillamal Nannilai,1979,135,"Action, Drama",6.3,R. Thyagaraajan,Kamal Haasan,Sridevi,Rajinikanth
The Accidental Prime Minister,2019,112,"Biography, Drama",6,Vijay Ratnakar Gutte,Anupam Kher,Akshaye Khanna,Suzanne Bernert
The Angrez,2005,110,Comedy,7.3,Kuntaa Nikkil,Kuntaa Nikkil,Mast Ali,Sowmya Bollapragada
The Angrez 2,2015,99,"Action, Comedy",7.1,Kuntaa Nikkil,Kuntaa Nikkil,Raghu Kumar Karumanchi,Izeqiel McCoy
The Announcement of War,1989,149,Action,5.7,Anil Sharma,Dharmendra,Jaya Prada,Dara Singh
